0.7964662	-0.9833843	0.7038021	-0.8215694	0.8410768	0.7939162	0.68093145	0.83362377	-0.83024436	0.88566935	-0.77700055	0.7906024	-0.77310556	0.9008099	0.8794221	0.7133948
-0.7491032	0.9352235	-0.6900163	0.72683305	-0.70106626	-0.66661495	-0.70728236	-0.7645745	0.7849548	-0.8010918	0.7884964	-0.77540356	0.729171	-0.84737116	-0.7436303	-0.7389209
-0.5365312	0.71852857	-0.4248285	0.48614267	-0.44290096	-0.46198976	-0.45207456	-0.4939237	0.53804225	-0.644974	0.58370394	-0.5402956	0.48068342	-0.6467707	-0.51529485	-0.45671928
-0.67194384	0.86877227	-0.5595849	0.6428187	-0.5495537	-0.5532808	-0.5579355	-0.64473605	0.71536314	-0.8102993	0.63356715	-0.65866005	0.62219125	-0.82465196	-0.64076805	-0.5315443
0.01851632	-0.06590877	0.17683524	-0.15341374	0.04777502	0.060555976	0.0054038074	0.10526616	-0.06271258	0.08449808	-0.13389607	0.1358591	-0.07725838	-0.000120026874	0.054495066	0.15645972
-1.0023345	1.138332	-0.9147018	1.0228066	-0.98296607	-0.9124777	-0.8322758	-1.0017024	1.0552714	-1.1342297	0.98986727	-1.0336032	0.9519364	-1.1382351	-1.013587	-0.9946755
0.50109	-0.547721	0.53315616	-0.41014943	0.54627144	0.4738707	0.48242468	0.46591392	-0.5705289	0.48475268	-0.50274545	0.5523353	-0.47816485	0.50585914	0.56648827	0.49572605
0.27494198	-0.27429596	0.2117746	-0.24908419	0.26146656	0.22726142	0.22323738	0.23386373	-0.28863695	0.24491312	-0.20969875	0.30107933	-0.24147464	0.2456727	0.26414087	0.19457461
0.40901446	-0.40735888	0.39439613	-0.37967297	0.42278954	0.4057614	0.35718435	0.37108055	-0.37713775	0.43634427	-0.36307377	0.4156332	-0.37455025	0.43946862	0.40986076	0.4192493
-0.013981783	0.03172513	0.00089491444	0.02770026	0.017215695	0.01052957	-0.031841014	0.06340911	-0.054324877	-0.00587013	-0.06017161	0.0641772	0.006638323	-0.05842014	0.023091901	0.017631127
